num_rows,num_spots,num_cars,assignment_method,is_graphable,status_code,status,solver_runtime,wall_runtime,num_vars,num_constraints,time_horizon,has_solution,makespan,avg_wait_time,total_wait_time,max_wait_time,mip_gap
8,24,24,random,True,2,OPTIMAL,44.83800005912781,45.57371139526367,38363,46156,131,True,38,6.625,159.0,16.0,0.0
12,40,40,random,False,9,INSTANCE_TIMEOUT,597.9340000152588,600.351410150528,135519,153144,191,True,95,20.525,821.0,62.0,0.5263157894736842
8,24,24,nearest,True,2,OPTIMAL,52.384000062942505,53.003835916519165,36997,43844,128,True,44,9.125,219.0,19.0,0.0
12,40,40,nearest,False,9,INSTANCE_TIMEOUT,597.9820001125336,600.2134830951691,120621,136812,188,True,92,31.275,1251.0,55.0,0.45652173913043476
8,24,24,furthest,True,2,OPTIMAL,19.6010000705719,20.334206342697144,36997,43844,128,True,29,5.208333333333333,125.0,10.0,0.0
12,40,40,furthest,False,9,INSTANCE_TIMEOUT,598.0769999027252,600.2997393608093,120621,136812,188,True,72,18.675,747.0,44.0,0.5138888888888888
